Year,LocationAbbr,LocationDesc,Question,Category,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Response,DataValueType,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,WeightedNumber,FootnoteText,Url,FootnoteType
2017,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,14+ Days,Age-adjusted Prevalence,35,,,34.1,35.9,9838042,,,
2016,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,14+ Days,Age-adjusted Prevalence,34.9,,,34,35.8,9296304,,,
2020,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,14+ Days,Age-adjusted Prevalence,22,,,20.2,23.9,3590760,,,
2019,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,14+ Days,Age-adjusted Prevalence,23.6,,,22.2,25,4054226,,,
2018,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,14+ Days,Age-adjusted Prevalence,26.6,,,25,28.2,4450219,,,
2017,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,14+ Days,Age-adjusted Prevalence,26.2,,,24.8,27.7,4144489,,,
2016,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,14+ Days,Age-adjusted Prevalence,26.9,,,25.4,28.5,3843220,,,
2020,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,14+ Days,Age-adjusted Prevalence,43.5,,,41.7,45.2,12386990,,,
2019,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,14+ Days,Age-adjusted Prevalence,48.1,,,46.8,49.4,15426893,,,
2018,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,14+ Days,Age-adjusted Prevalence,50.2,,,48.9,51.4,15831600,,,
2017,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,14+ Days,Age-adjusted Prevalence,49.3,,,47.9,50.7,15794349,,,
2016,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,14+ Days,Age-adjusted Prevalence,50.1,,,48.9,51.3,15505348,,,
2020,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,14+ Days,Age-adjusted Prevalence,25.7,,,24,27.6,3554629,,,
2019,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,14+ Days,Age-adjusted Prevalence,30.2,,,28.8,31.6,4237630,,,
2018,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,14+ Days,Age-adjusted Prevalence,30.3,,,28.8,31.7,4365564,,,
2017,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,14+ Days,Age-adjusted Prevalence,32.7,,,31.1,34.4,4232258,,,
2016,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,14+ Days,Age-adjusted Prevalence,31.3,,,29.9,32.8,3943930,,,
2020,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,14+ Days,Age-adjusted Prevalence,4.1,,,3.9,4.3,7425646,,,
2019,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,14+ Days,Age-adjusted Prevalence,5.2,,,5,5.3,8761729,,,
2018,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,14+ Days,Age-adjusted Prevalence,5.2,,,5.1,5.4,9317057,,,
2017,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,14+ Days,Age-adjusted Prevalence,5,,,4.9,5.2,8876189,,,
2016,US,"United States, DC & Territories",Physically unhealthy days in the past 30 days among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,14+ Days,Age-adjusted Prevalence,4.8,,,4.7,4.9,8520135,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,10.3,,,9.9,10.7,8984787,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,10.2,,,9.9,10.5,9210574,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,11,,,10.6,11.3,9853662,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,10.7,,,10.4,11.1,9336240,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,11.5,,,11.1,11.9,9634317,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,11.5,,,10.9,12.2,3127133,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,11.4,,,10.8,11.9,3357237,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,11.9,,,11.4,12.5,3564917,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,12,,,11.5,12.6,3544560,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,12.7,,,12.1,13.3,3542746,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,12,,,10.9,13.3,3010305,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,11.1,,,10.4,11.8,2907415,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,12.3,,,11.5,13.3,3154928,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,12.3,,,11.5,13.2,2859031,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,13.1,,,12.2,14,2849966,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,13.9,,,13.1,14.8,6100596,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,13.6,,,12.9,14.3,6584050,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,14.5,,,13.9,15.2,6845853,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,13.9,,,13.3,14.6,6670603,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,15.5,,,14.8,16.3,7015555,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,12.1,,,11.2,13.1,2006122,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,12.9,,,11.9,13.8,2085298,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,13.8,,,12.9,14.7,2344779,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,13.1,,,12.2,14.2,2043069,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,13.9,,,13,14.8,2114929,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,3.7,,,3.6,3.9,6951975,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,3.5,,,3.3,3.6,5981323,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,4,,,3.9,4.2,7147798,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,3.6,,,3.4,3.7,6292793,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,3.8,,,3.7,3.9,6617066,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,89.7,,,89.3,90.1,54203833,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,89.8,,,89.5,90.1,56740980,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,89,,,88.7,89.4,56494250,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,89.3,,,88.9,89.6,54781559,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,88.5,,,88.1,88.9,51937614,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,88.5,,,87.8,89.1,22879855,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,88.6,,,88.1,89.2,24690585,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,88.1,,,87.5,88.6,24353425,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,88,,,87.4,88.5,23646765,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,87.3,,,86.7,87.9,22205403,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,88,,,86.7,89.1,12816554,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,88.9,,,88.2,89.6,12947029,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,87.7,,,86.7,88.5,13045949,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,87.7,,,86.8,88.5,12111809,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,86.9,,,86,87.8,11125017,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,86.1,,,85.2,86.9,24002542,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,86.4,,,85.7,87.1,26735445,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,85.5,,,84.8,86.1,26483888,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,86.1,,,85.4,86.7,27225053,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,84.5,,,83.7,85.2,25769611,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,87.9,,,86.9,88.8,10421609,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,87.1,,,86.2,88.1,10367574,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,86.2,,,85.3,87.1,10566740,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,86.9,,,85.8,87.8,9760871,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,86.1,,,85.2,87,9182647,,,
2020,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,96.3,,,96.1,96.4,173394031,,,
2019,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,96.5,,,96.4,96.7,164994466,,,
2018,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,96,,,95.8,96.1,171035080,,,
2017,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,96.4,,,96.3,96.6,170865117,,,
2016,US,"United States, DC & Territories",Ever had heart disease among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,96.2,,,96.1,96.3,172250430,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,40.5,,,39.9,41.1,33162850,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,41.9,,,41.3,42.6,33123794,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,40.3,,,39.5,41.1,11962641,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,41.3,,,40.4,42.2,12105928,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,40.5,,,38.9,42.1,8899576,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,43.6,,,41.7,45.4,8566639,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,50.3,,,49.1,51.5,21410961,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,51.2,,,49.9,52.5,21704619,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,41.4,,,39.9,42.8,6455409,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,43.7,,,42,45.3,6360990,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,25.9,,,25.7,26.2,45094403,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,25.9,,,25.6,26.2,46311672,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,59.5,,,58.9,60.1,33761150,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,58.1,,,57.4,58.7,31993107,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,59.7,,,58.9,60.5,16529263,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,58.7,,,57.8,59.6,15587076,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,59.5,,,57.9,61.1,7223869,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,56.4,,,54.6,58.3,6656569,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,49.7,,,48.5,50.9,12577816,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,48.8,,,47.5,50.1,12820697,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,58.6,,,57.2,60.1,6302220,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,56.3,,,54.7,58,5699714,,,
2019,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,74.1,,,73.8,74.3,126233051,,,
2017,US,"United States, DC & Territories",Ever had high blood pressure among adults 18 years of age or older,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,74.1,,,73.8,74.4,131289589,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,60.9,,,59.7,62.1,26651781,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,63,,,61.6,64.4,26605834,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,57.4,,,55.9,58.9,8439089,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,60.2,,,58.4,62,8765334,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,59.5,,,56.1,62.8,7520935,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,58.9,,,55.7,62,7149202,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,69.8,,,67.8,71.7,18376094,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,69.8,,,67.6,71.9,18493310,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,61.9,,,59,64.8,5142588,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Vision Disability,,,Yes,Age-adjusted Prevalence,62.7,,,59.5,65.8,5047562,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,59,,,58.1,59.8,33060359,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Status,No Disability,,,Yes,Age-adjusted Prevalence,57.7,,,56.8,58.5,33636418,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,39.1,,,37.9,40.3,6422930,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Status,Any Disability,,,No,Age-adjusted Prevalence,37,,,35.6,38.4,6449727,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,42.6,,,41.1,44.1,3482290,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Cognitive Disability,,,No,Age-adjusted Prevalence,39.8,,,38,41.6,3305319,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,40.5,,,37.2,43.9,1346625,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Hearing Disability,,,No,Age-adjusted Prevalence,41.1,,,38,44.3,1398810,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,30.2,,,28.3,32.2,2978824,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Mobility Disability,,,No,Age-adjusted Prevalence,30.2,,,28.1,32.4,3174348,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,38.1,,,35.2,41,1300470,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Type,Vision Disability,,,No,Age-adjusted Prevalence,37.3,,,34.2,40.5,1304115,,,
2019,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,41,,,40.2,41.9,11978713,,,
2017,US,"United States, DC & Territories",Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,General Health Conditions,Disability Status,No Disability,,,No,Age-adjusted Prevalence,42.3,,,41.5,43.2,12603177,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,36.5,,,35.9,37.1,26833170,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Status,Any Disability,,,Yes,Age-adjusted Prevalence,38.1,,,37.4,38.8,27044946,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,39.4,,,38.5,40.3,10341592,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Cognitive Disability,,,Yes,Age-adjusted Prevalence,40.4,,,39.5,41.4,10491031,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,37.1,,,35.5,38.7,7510112,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Hearing Disability,,,Yes,Age-adjusted Prevalence,38.8,,,37,40.7,7238418,,,
2019,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,43.1,,,41.8,44.4,16936168,,,
2017,US,"United States, DC & Territories",Ever had high cholesterol among adults 20 years of age or older,General Health Conditions,Disability Type,Mobility Disability,,,Yes,Age-adjusted Prevalence,43.6,,,42.2,44.9,17222596,,,
